generation,leftchild,rightchild,abstime,betainit,betashift
49000000,Cladius,NA,458.464,0.00255045,-0.000570431
49000000,Aneugmenus,NA,421.596,0.00209779,0.000881265
49000000,Nagusta,Zelus,328.256,0.0121256,0.00101572
49000000,Salda,NA,336.989,0.022832,8.74731e-05
49000000,Gibbium,Ptinus,258.855,0.00288308,0.000456359
49000000,Thrips,Haplothrips,193.383,0.00700414,0.0012384
49000000,Panchlora,NA,330.488,0.00345141,-0.000723475
49000000,Parnips,NA,370.949,0.00173292,0.00225196
49000000,Cales,NA,342.297,0.0195668,-0.00124201
49000000,Panchlora,NA,439.146,0.00139414,0.000498144
49000000,Euplectrus,NA,456.77,0.00410549,-2.24328e-06
49000000,Pteroptrix,NA,367.252,0.0265445,-0.000553389
49000000,Leucospis,NA,437.257,0.021781,0.00256437
49000000,Brachymeria,NA,407.009,0.0179006,0.00104931
49000000,Cynips,Andricus,342.919,0.0065498,-0.00122094
49000000,Platygaster,NA,403.257,0.00948754,-0.00417749
49000000,Pachyprotasis,Runaria,156.549,0.000395512,0.000523431
49000000,Leschenaultia,Oreopasites,125.119,0.00582684,-0.00480772
49000000,Archipsocopsis,NA,434.316,0.0351788,0.00751652
49000000,Bryocoris,Pseudoloxops,334.041,0.0033328,0.00217968
49000000,Neurocolpus,NA,442.915,0.000247054,-0.00153093
49000000,Teleonemia,NA,368.198,0.00287259,0.00123112
49000000,Hygia,NA,463.601,0.00478827,0.000541084
49000000,Mictis,Homoeocerus,227.686,0.0017681,0.00306487
49000000,Sycanus,NA,471.967,0.00825455,0.000767885
49000000,Coranus,NA,425.399,0.00222696,-0.00330278
49000000,Empicoris,NA,331.541,0.0112815,-0.00135397
49000000,Poecilocoris,NA,382.716,0.0023379,-0.00142979
49000000,Poecilocoris,NA,413.349,0.00895611,0.00160898
49000000,Micronecta,NA,471.23,0.00133441,-0.00462474
49000000,Belostoma,Ranatra,241.588,0.00349935,0.00267107
49000000,Ceroplastes,NA,431.462,0.0348109,0.00106029
49000000,Icerya,Drosicha,341.686,0.00490769,-1.4937e-05
49000000,Haplothrips,NA,370.969,0.0144764,0.00132119
49000000,Paraphasma,NA,456.151,0.00569683,-0.00145949
49000000,Spinotectarchus,NA,403.346,0.00866624,-1.43548e-05
49000000,Timema,NA,364.993,0.00448713,0.00134977
49000000,Aposthonia,NA,352.038,0.00262613,0.00279286
49000000,Ischnoptera,NA,410.106,0.0528404,-0.00163692
49000000,Coptotermes,NA,409.329,0.0013669,0.000484904
49000000,Chondracris,NA,475.939,0.0014225,0.00360464
49000000,Chorthippus,NA,381.329,0.0266608,-0.00124102
49000000,Bryodema,NA,376.967,0.0135849,-0.00118153
49000000,Cylindraustralia,NA,310.459,0.0187415,0.00118712
49000000,Bicolorana,Tettigonia,315.493,0.00831269,-0.00709826
49000000,Perlodes,NA,469.33,0.0546436,-0.00166888
49000000,Alloperla,NA,426.185,0.0215922,-0.000389096
49000000,Perla,NA,362.625,0.0015657,-0.00381025
49000000,Newmanoperla,NA,401.713,0.00307504,0.00667893
49000000,Cardioperla,NA,471.53,0.0164697,-0.00298349
49000000,Thaumatoperla,NA,398.328,0.0318517,-0.000871355
49000000,Diura,Illiesoperla,228.82,0.000673879,-0.00334161
49000000,Brachyptera,NA,453.94,0.0218262,0.00087162
49000000,Megacrania,Forficula,104.696,0.00916401,-0.0058102
49000000,Leptohyphes,NA,440.404,0.00695107,4.19173e-05
49000000,Oligoneuriella,NA,393.913,0.00710457,0.00317188
49000000,Leucrocuta,Ecdyonurus,309.273,0.00224262,-0.00228591
49000000,Stenonema,NA,440.559,0.0390663,-0.00244594
49000000,Pseudiron,NA,283.545,0.0117686,0.00310394
49000000,Baetisca,NA,426.316,0.0156513,0.000865838
49000000,Dolania,NA,331.23,0.00041937,0.00641987
49000000,Dolania,Palingenia,209.233,0.00925741,-0.00168623
49000000,Dolania,Palingenia,237.472,0.00432069,-0.0022116
49000000,Proboscidoplocia,NA,311.65,0.0103663,-0.00480675
49000000,Potamanthus,NA,407.911,0.000265631,0.0042754
49000000,Torleya,Cloeon,118.707,0.0829832,-0.000502436
49000000,Torleya,Cloeon,130.565,0.000132012,-0.000311964
49000000,Hemicordulia,Procordulia,316.553,0.00653351,-0.00611879
49000000,Antipodogomphus,NA,458.084,0.000184113,-0.00334941
49000000,Tiphodytes,NA,436.782,0.000514919,-0.0014987
49000000,Tetragoneuria,NA,423.154,0.00269233,-0.00213245
49000000,Tanypteryx,NA,261.862,0.00349864,-0.00077678
49000000,Torleya,Diplacodes,110.175,0.00110912,-0.00609555
49000000,Isotoma,NA,450.205,0.0225647,-0.00159462
50000000,Leschenaultia,Isotoma,0,0.00599667,-0.00543269
50000000,Polietes,Mesembrina,369.707,0.00668963,0.00404283
50000000,Cryptochetum,NA,448.234,0.0274979,0.00248057
50000000,Taeniopteryx,NA,448.51,0.00147737,0.00183343
50000000,Nemopalpus,NA,339.582,0.00180791,0.00317069
50000000,Plebejus,Lycaena,317.493,1.25791e-05,0.00367462
50000000,Colotis,NA,395.622,0.00311284,0.00312404
50000000,Pseudacteon,NA,337.134,0.0168508,-0.00171796
50000000,Pseudacteon,NA,429.883,0.0208796,-0.00394153
50000000,Lutzomyia,NA,430.418,0.00320656,0.00351569
50000000,Phthiropsylla,NA,443.885,0.00818609,0.00141533
50000000,Colias,NA,444.49,0.00786906,0.000696649
50000000,Zizeeria,Pseudopieris,286.228,0.00097915,0.00116398
50000000,Tortricidia,NA,446.282,0.00281264,0.002089
50000000,Heliothis,NA,468.399,0.0252285,-0.000914183
50000000,Grapholita,NA,446.129,0.00604373,0.000985338
50000000,Gumaga,Agarodes,312.16,0.000682346,-0.00027913
50000000,Hydropsyche,NA,452.498,0.00136592,-0.000692814
50000000,Platycorynus,NA,372.306,0.00667148,0.000604162
50000000,Amblycerus,NA,408.909,0.00346901,-0.00266339
50000000,Pyrrhalta,Atrachya,294.245,0.00386574,5.22256e-05
50000000,Leptura,Strangalia,308.028,0.00688324,0.00127726
50000000,Cylindrocopturus,NA,414.814,0.00607225,0.00285471
50000000,Rhagophthalmus,Cebrio,302.907,0.00389636,0.00123124
50000000,Mnesarchaea,NA,410.734,0.00392493,0.00292518
50000000,Zizeeria,Gumaga,233.859,0.00815416,-0.00380751
50000000,Leiopus,NA,437.032,0.0010046,0.00179541
50000000,Hylobius,NA,437.37,0.0119485,0.00508066
50000000,Cryptolestes,NA,407.144,0.0200517,0.00177985
50000000,Litargus,Pelecotoma,309.207,0.0061632,0.00442169
50000000,Palorus,NA,451.759,0.0180437,-0.00361549
50000000,Pimelia,NA,404.686,0.0152482,-0.000376094
50000000,Eusilpha,NA,433.765,0.00446954,0.00224512
50000000,Rhyzobius,Diomus,337.005,0.00277444,-0.00255945
50000000,Philonthus,NA,420.634,8.17759e-05,-0.000770214
50000000,Tachyporus,NA,431.577,0.0171781,8.87758e-05
50000000,Megarthrus,NA,370.427,0.0167861,0.00145916
50000000,Cethera,NA,375.941,0.00828222,-0.00104547
50000000,Derallus,NA,474.994,0.00358287,-0.00173637
50000000,Chiloloba,NA,366.539,0.00265611,0.00186992
50000000,Maladera,NA,356.828,0.0100815,0.00122817
50000000,Photinus,Psephenus,201.997,0.00270478,0.000786994
50000000,Harpalus,Dicheirotrichus,303.537,0.00456229,0.000815569
50000000,Harpalus,Anisodactylus,341.943,0.0149836,0.00120636
50000000,Acilius,NA,431.298,0.0336016,0.000673158
50000000,Priacma,NA,348.071,0.00143277,-0.00139181
50000000,Italochrysa,NA,363.743,0.00397894,-0.00587738
50000000,Epiclopus,NA,413.434,0.0137424,0.00179648
50000000,Ropalidia,NA,435.439,0.000246757,-0.00353094
50000000,Metaphycus,Comperiella,284.94,0.000813938,0.00149075
50000000,Cynips,Andricus,396.909,0.0247822,-0.00183092
50000000,Scelio,NA,463.211,0.00650015,0.000811363
50000000,Leschenaultia,Oreopasites,120.882,0.006539,-0.00480772
50000000,Chrysoperla,NA,438.613,0.00112643,-0.00227826
50000000,Xylocopa,NA,456.892,0.00827267,-0.00281704
50000000,Nemopalpus,NA,294.88,0.00131875,-0.00215973
50000000,Ammophila,NA,469.238,0.00022502,-0.00200795
50000000,Symmorphus,NA,374.895,0.00262926,-0.000574477
50000000,Parischnogaster,NA,444.476,0.000435212,-0.00118928
50000000,Laelius,NA,455.146,0.00372145,-0.00220306
50000000,Microplitis,Cotesia,338.503,0.0229649,0.000190389
50000000,Diaeretiella,Aphidius,347.03,0.00233038,-0.00355982
50000000,Heterospilus,NA,360.866,0.0051264,-0.00124873
50000000,Aiolomorphus,NA,355.368,0.00215808,0.000955892
50000000,Eupristina,Ceratosolen,342.192,0.00699708,-0.000890087
50000000,Anagrus,NA,354.987,0.0261859,0.0019057
50000000,Barbotinia,NA,285.122,0.0144129,-0.000748709
50000000,Xyalophora,NA,373.871,0.0113754,0.00259716
50000000,Abax,NA,397.054,0.00332472,0.000166592
50000000,Hexacola,Diplolepis,282.775,0.00814438,-0.00150979
50000000,Lagidina,NA,319.58,0.000271924,-0.00506027
50000000,Pachyprotasis,Sterictiphora,201.776,0.000504932,0.000523431
50000000,Archipsocopsis,NA,281.435,0.0350827,0.00485333
50000000,Leptopterna,NA,464.116,0.0252163,0.000180375
50000000,Dictyla,NA,358.837,0.0102945,0.0014739
50000000,Belminus,NA,446.368,0.0198776,0.00240353
50000000,Ectrichodia,Ectrychotes,322.521,0.000444949,-0.000654696
50000000,Empicoris,NA,407.804,0.019049,0.00288192
50000000,Urostylis,NA,405.388,0.000971855,-0.000545704
50000000,Catorhintha,Leptoglossus,312.222,0.00539474,-0.00116625
50000000,Poecilocoris,NA,379.483,0.00603446,-0.000321393
50000000,Lethocerus,NA,387.47,0.0118777,-0.00538964
50000000,Pulvinaria,Sitobion,195.791,0.0126225,0.00235865
50000000,Thrips,Haplothrips,173.245,0.0134673,-0.00371299
50000000,Baculum,NA,447.621,0.000459,-3.02378e-05
50000000,Aposthonia,NA,347.821,0.0168557,-0.0012654
50000000,Microtermes,Macrotermes,384.537,0.0196099,0.000550301
50000000,Dactylotum,NA,460.392,0.000945716,0.00102954
50000000,Bryodema,NA,377.807,0.00214569,-0.00200305
50000000,Eumea,NA,341.673,0.00936334,0.00535519
50000000,Sphingonotus,NA,416.054,0.00523694,-0.000642836
50000000,Oedaleus,NA,374.911,0.00466317,0.00151608
50000000,Berosus,NA,386.991,0.0255595,0.00196826
50000000,Vesperus,NA,354.375,0.00658122,-0.00253678
50000000,Bradynotes,NA,398.407,0.00239442,-0.00101399
50000000,Cyrtacanthacris,Spathosternum,262.443,0.000109049,0.00188639
50000000,Phymateus,NA,449.521,0.000846839,0.000930439
50000000,Dinotoperla,NA,381.727,0.0131984,4.51668e-05
50000000,Dinotoperla,NA,461.806,0.0204304,0.000768248
50000000,Diura,Illiesoperla,226.857,0.0012481,-0.00334161
50000000,Megacrania,Forficula,102.264,0.00851842,-0.0058102
50000000,Oligoneuriella,NA,405.9,0.0306162,-0.000477771
50000000,Ecdyonurus,NA,415.695,0.00452021,0.00363231
50000000,Leucrocuta,Ecdyonurus,333.073,0.0023459,-0.0015337
50000000,Electrogena,NA,427.086,0.000787243,-0.00289005
50000000,Pseudiron,NA,468.643,0.014975,-0.00169389
50000000,Dolania,Ephoron,158.393,0.00642505,-0.0022116
50000000,Tricorythodes,Leptohyphes,238.904,0.00135086,-0.00228806
50000000,Torleya,Cloeon,127.323,0.000142015,0.000700272
50000000,Sympetrum,NA,314.145,0.00220096,0.000226825
50000000,Hemicordulia,Procordulia,291.976,0.00909092,0.00151953
50000000,Ictinogomphus,NA,421.822,0.0418479,0.00123006
50000000,Cordulegaster,NA,358.919,0.00585162,-0.000835123
50000000,Anax,NA,380.024,0.00849996,0.00203474
50000000,Tanypteryx,NA,243.193,0.000979339,-0.000133612
50000000,Diplacodes,Paracercion,117.878,0.000643045,-0.00627797
50000000,Torleya,Diplacodes,115.308,0.0401185,-0.00157698
50000000,Petrobius,Pedetontus,141.65,0.0239801,-0.000452868
50000000,Isotoma,NA,174.352,0.0150657,0.000883501
50000000,Heteromurus,NA,241.389,0.00116822,-0.00135531
51000000,Leschenaultia,Isotoma,0,0.00708474,-0.00543269
51000000,Cleigastra,NA,363.896,0.0514531,-0.00182518
51000000,Polietes,Mesembrina,356.416,0.0149146,0.000536759
51000000,Stylogaster,Asteia,311.529,0.020031,-0.00160722
51000000,Lipara,Cryptochetum,299.27,0.0105493,3.49616e-05
51000000,Copromyza,NA,454.897,0.00867856,-0.0021195
51000000,Pipizella,NA,476.861,0.000961546,0.00481532
51000000,Pseudacteon,NA,437.969,0.0222252,-0.0033605
51000000,Macrocera,NA,460.849,0.000741472,0.000871634
51000000,Tirumala,NA,419.974,0.00666121,-0.00141432
51000000,Euploea,NA,464.387,0.0488143,-0.00439858
51000000,Charaxes,NA,342.426,0.0178833,-0.00200349
51000000,Colotis,NA,413.08,0.0258993,0.00424657
51000000,Zizeeria,Pseudopieris,284.609,0.000560755,0.00116398
51000000,Pachliopta,NA,400.592,0.00354066,0.000249532
51000000,Bombyx,NA,354.505,0.00432693,0.001384
51000000,Prionoxystus,Heliothis,348.579,0.00436823,-0.00109828
51000000,Mnesarchaea,NA,473.617,0.00363575,0.00130186
51000000,Hydroptila,NA,338.573,0.0261752,-0.00220846
51000000,Zizeeria,Gumaga,214.386,0.00564976,-0.00377264
51000000,Pachybrachis,NA,363.365,0.00504442,-0.00313849
51000000,Oberea,Leiopus,293.185,0.0164032,-0.00337655
51000000,Leptura,Prionus,299.744,0.0215267,-0.00300244
51000000,Anthonomus,NA,433.799,0.0110307,-0.000781112
51000000,Hylobius,Pissodes,304.599,0.00561942,0.000431814
51000000,Cyllodes,Cryptolestes,244.334,0.0211311,-0.00275771
51000000,Litargus,Pelecotoma,322.017,0.0164756,0.0014792
51000000,Blaps,NA,357.099,0.0158543,0.00108707
51000000,Anovia,NA,335.095,0.00133978,0.00170935
51000000,Oxyporus,NA,448.594,0.0137431,0.00337436
51000000,Acrotrichis,NA,401.148,0.00741296,-0.000723037
51000000,Cetonia,NA,377.984,0.00223467,0.000904984
51000000,Blackbolbus,NA,291.164,0.0123228,0.00163643
51000000,Photinus,Pyropyga,324.031,0.00430638,0.00421821
51000000,Pelidnota,Heterocerus,335.223,0.0272556,0.00226584
51000000,Psephenus,Agrilus,214.014,0.00982321,0.000786994
51000000,Laemostenus,NA,451.856,0.00739622,-0.00135113
51000000,Xylocopa,NA,424.589,0.00760302,0.000796236
51000000,Sapyga,NA,242.199,0.000964568,0.00121864
51000000,Amegilla,NA,370.708,0.00608403,-0.00456133
51000000,Andrena,NA,444.245,0.00142114,-0.00309619
51000000,Poecilopompilus,NA,472.233,0.0243076,-0.00363767
51000000,Irenangelus,NA,460.36,0.0137578,0.000756445
51000000,Taeniogonalos,NA,437.9,0.000122897,-0.00239136
51000000,Ateleute,Aphanistes,349.314,0.0136979,-0.00176475
51000000,Eupristina,Spalangia,240.339,0.00811387,-0.00413447
51000000,Xestophanes,NA,324.015,0.0099697,-0.00190722
51000000,Alloxysta,NA,394.514,0.00517425,-0.00205647
51000000,Eurylophella,NA,378.669,0.0178107,-0.00139163
51000000,Photinus,NA,464.089,0.000673979,0.00270555
51000000,Rhagophthalmus,Cebrio,289.6,0.0101413,0.000440906
51000000,Schizopus,NA,451.714,0.00500899,-0.00202975
51000000,Chlaenius,NA,435.818,0.0304961,0.000941235
51000000,Acroricnus,Campoletis,312.626,0.00658446,-0.000732536
51000000,Lithurgus,NA,400.911,0.0188555,0.00113885
51000000,Pimelia,NA,428.994,0.00277424,-7.6712e-05
51000000,Ammophila,NA,366.709,0.0462654,-0.000419054
51000000,Eumenes,NA,391.572,0.0011753,0.00112864
51000000,Macrocentrus,NA,321.123,0.0325659,-0.000152306
51000000,Pictetiella,NA,323.031,0.00212852,0.000603897
51000000,Copidosomopsis,NA,439.421,0.0135869,0.000611064
51000000,Platygaster,Fidiobia,293.42,0.021275,-0.000940138
51000000,Archipsocopsis,NA,363.46,0.0217735,-0.00227702
51000000,Pseudoloxops,NA,404.505,0.0291374,0.001242
51000000,Rhaphidosoma,Vestula,332.591,0.00897718,0.00366288
51000000,Empicoris,NA,396.469,0.0527055,0.0012131
51000000,Loricula,NA,416.628,0.0182397,0.001299
51000000,Mormidea,NA,331.057,0.00495789,0.00476695
51000000,Oxycarenus,NA,344.743,0.0036064,0.00142659
51000000,Pulvinaria,Sitobion,202.856,0.014876,-0.0011013
51000000,Cacopsylla,NA,442.106,0.00954408,-0.00260463
51000000,Frankliniella,NA,374.786,0.00343785,0.00221818
51000000,Thrips,Haplothrips,179.55,0.0192822,-0.000557396
51000000,Phenacephorus,Carausius,334.204,0.00512871,-0.00189237
51000000,Megacrania,Forficula,109.432,0.0098453,-0.0058102
51000000,Caurinella,NA,308.947,0.00235517,0.00268406
51000000,Timpanoga,NA,446.744,0.00288218,-0.00531158
51000000,Xorides,NA,442.468,0.0173647,0.00121669
51000000,Tetragonisca,NA,478.169,0.0408382,0.000883019
51000000,Homalictus,NA,449.689,0.00296728,-4.27922e-05
51000000,Leucospis,NA,340.585,0.0481031,0.00107331
51000000,Cynips,NA,448.053,0.103214,0.00485535
51000000,Synergus,NA,441.713,0.00795606,-0.00169316
51000000,Aganaspis,NA,441.914,0.0343855,-0.000423367
51000000,Leschenaultia,Oreopasites,123.029,0.00563635,-0.00433568
51000000,Coridromius,NA,450.13,0.00255515,-0.000125613
51000000,Helopeltis,NA,349.637,0.030743,-0.000585674
51000000,Eteoneus,Phatnoma,204.408,0.000713527,0.000923026
51000000,Largus,NA,453.164,0.04305,-0.000965969
51000000,Gratidia,NA,410.044,0.00821758,0.00545481
51000000,Aposthonia,NA,372.432,0.0164551,0.00121691
51000000,Arenivaga,NA,468.341,0.00522512,-0.00220737
51000000,Bryodema,NA,373.283,0.00527129,-0.00157694
51000000,Cyrtacanthacris,Spathosternum,262.191,0.00015102,0.00188639
51000000,Bicolorana,Pachytrachis,303.921,0.00556278,-0.00420468
51000000,Pteronarcys,NA,366.366,0.00899862,-0.00124234
51000000,Cardioperla,NA,373.064,0.0388255,9.56663e-05
51000000,Diura,Illiesoperla,224.617,0.000934507,-0.00334161
51000000,Drunella,Caurinella,277.168,0.00383592,0.00807775
51000000,Eurylophella,NA,283.738,0.0263603,-0.00436137
51000000,Oligoneuriella,NA,287.977,0.00667349,-0.0013662
51000000,Leucrocuta,NA,443.112,0.0122722,-0.00072766
51000000,Pseudiron,NA,224.007,0.00314033,-0.00320891
51000000,Dolania,Proboscidoplocia,171.728,0.0137152,-0.0022116
51000000,Tricorythodes,Leptohyphes,396.272,0.00760251,0.000382131
51000000,Derlethina,NA,365.16,0.00065264,-0.000928877
51000000,Thraulus,NA,431.7,0.00656175,0.00297462
51000000,Torleya,Cloeon,118.048,0.0396428,-0.00157698
51000000,Torleya,Cloeon,128.893,0.000100776,0.000700272
51000000,Hemicordulia,Procordulia,336.811,0.00236717,0.000457629
51000000,Torleya,Diplacodes,99.662,0.00124308,-0.00627797
51000000,Tomocerus,Sminthurinus,75.382,0.00766445,-0.00307508
52000000,Leschenaultia,Isotoma,0,0.00691667,-0.00543269
52000000,Leschenaultia,Frontiniella,326.373,0.00862899,-0.00403726
52000000,Paykullia,NA,394.533,0.00902878,-0.00186507
52000000,Polietes,Mesembrina,404.773,0.0338451,-0.00177925
52000000,Hydrotaea,NA,370.519,0.00301667,0.00168812
52000000,Zygothrica,NA,412.919,0.00431127,-0.00433644
52000000,Physocephala,NA,416.723,0.00461341,-0.000546942
52000000,Pseudacteon,NA,424.281,0.0278025,0.00245231
52000000,Megaselia,NA,368.991,0.00393714,-0.000875401
52000000,Mansonia,NA,372.401,0.00107297,-0.0028931
52000000,Pseudophilotes,NA,444.959,0.0018834,0.000101439
52000000,Sericomyia,NA,465.612,0.0212014,0.000179417
52000000,Chilades,NA,411.963,0.00670367,-0.0019427
52000000,Shijimiaeoides,NA,455.148,0.00351368,-0.00109573
52000000,Zizeeria,Pseudopieris,284.09,0.000636365,0.00116398
52000000,Tischeria,Nemophora,293.412,0.0122802,-0.00271172
52000000,Hydroptila,NA,413.378,0.0142721,0.000314711
52000000,Pachybrachis,NA,353.105,0.0021501,-5.65393e-05
52000000,Leptura,Strangalia,325.323,0.0101467,0.00211472
52000000,Hylobius,NA,402.299,0.0347073,0.00137898
52000000,Sitophilus,NA,425.534,0.00529093,-0.00274555
52000000,Helota,NA,321.861,0.00524526,0.00123997
52000000,Litargus,Pelecotoma,334.189,0.011548,0.000264176
52000000,Aleochara,NA,477.895,0.00159245,-0.00117082
52000000,Derallus,NA,461.142,0.0125524,-0.00166216
52000000,Malcus,NA,424.34,0.00209996,0.00182311
52000000,Sperchopsis,NA,464.878,0.0108846,-0.000810021
52000000,Metrioptera,NA,374.303,0.00532104,-0.00039182
52000000,Hylobius,NA,415.949,0.0139964,7.48868e-05
52000000,Gnathocerus,NA,462.518,0.00908678,-0.00139791
52000000,Oxyporus,NA,357.162,0.00429871,-0.00184284
52000000,Blackbolbus,NA,266.166,0.0298206,0.000714774
52000000,Lutrochus,NA,476.947,0.0265055,-0.005081
52000000,Neocylloepus,Protaetia,335.074,0.0129498,-0.0015324
52000000,Agrilus,NA,281.992,0.00342681,0.00194954
52000000,Psephenus,Agrilus,229.201,0.0184298,-0.00141804
52000000,Dicheirotrichus,NA,467.716,0.00123878,0.000397787
52000000,Euherbstia,NA,438.116,0.00358984,0.00364246
52000000,Acilius,NA,454.144,0.026797,-0.00224251
52000000,Melectoides,Leiopodus,266.304,0.0239197,0.00388762
52000000,Macrogalea,NA,385.706,0.00463368,0.00227559
52000000,Xylocopa,NA,441.285,0.00824599,-0.00268015
52000000,Sceliphron,NA,324.619,0.0044954,-0.00299457
52000000,Chalybion,NA,396.128,0.00379534,-0.000699055
52000000,Orgilus,NA,437.233,0.00378649,0.00443646
52000000,Linepithema,NA,343.522,0.0111877,0.000419057
52000000,Irenangelus,NA,414.422,0.0027768,-0.00106509
52000000,Caudatella,NA,395.449,0.000723709,-0.0020119
52000000,Microctonus,NA,411.055,0.0255912,-0.000335908
52000000,Ateleute,NA,411.813,0.00188075,0.00114859
52000000,Arachnophaga,NA,369.413,0.0367953,0.0025835
52000000,Encarsia,NA,430.359,0.0232944,-0.00036063
52000000,Hemitaxonus,NA,434.999,0.000580983,0.00433464
52000000,Bledius,NA,341.969,0.00510687,0.00408045
52000000,Stylops,NA,383.001,0.0224379,-0.00406914
52000000,Leucospis,NA,326.339,0.0115794,-0.00304487
52000000,Leucospis,NA,471.213,0.0141186,-0.00345477
52000000,Eupristina,Sycoscapter,313.844,0.0128549,0.00512534
52000000,Encarsia,NA,391.951,0.00545974,0.0021943
52000000,Cynips,NA,439.534,0.0125096,-0.0021406
52000000,Athalia,NA,452.437,0.00289027,-0.00129316
52000000,Leschenaultia,Oreopasites,119.226,0.00642167,-0.00433568
52000000,Archipsocopsis,NA,300.382,0.00794405,-0.00272817
52000000,Pseudoloxops,NA,384.766,0.0115092,-0.00199333
52000000,Capsus,NA,395.822,0.00765953,0.00207201
52000000,Pseudoloxops,NA,417.762,0.000943128,0.00174173
52000000,Endochus,NA,361.539,0.0147683,-0.00357501
52000000,Prostemma,NA,209.259,0.000416552,-2.93411e-05
52000000,Thaumastella,Poecilocoris,314.685,0.00739403,-0.00390574
52000000,Gerris,NA,479.008,0.0093253,0.000301946
52000000,Gerris,Microvelia,306.909,0.00421146,-0.00282698
52000000,Pulvinaria,Sitobion,188.04,0.0055799,-0.0011013
52000000,Cacopsylla,NA,435.358,0.00251424,-0.000597676
52000000,Haplothrips,NA,272.611,0.0300095,0.00147355
52000000,Haplothrips,NA,414.671,0.00394159,0.00303419
52000000,Thrips,Haplothrips,178.536,0.0103103,-0.00236916
52000000,Eurycnema,NA,420.498,0.0298703,0.000402897
52000000,Rhamphosipyloidea,NA,436.293,0.00433687,-0.00511546
52000000,Aposthonia,NA,437.573,0.0212334,-0.00278869
52000000,Panesthia,NA,475.785,0.010032,0.000459405
52000000,Cryptotermes,NA,409.895,0.00577455,-0.00232893
52000000,Chorthippus,NA,444.21,0.0106105,-0.00288382
52000000,Dasyhippus,Bryodema,335.853,0.00102127,0.00275054
52000000,Cyrtacanthacris,Spathosternum,262.946,0.000150549,0.00188639
52000000,Ruspolia,NA,463.477,0.00276845,-0.00221409
52000000,Illiesoperla,Riekoperla,263.627,0.000333515,-0.000910964
52000000,Illiesoperla,Austropentura,239.764,0.00100306,0.00259956
52000000,Tagalina,NA,391.62,0.0251484,-0.00157762
52000000,Zacosmia,NA,427.24,0.00569987,-0.000269332
52000000,Paraleuctra,NA,316.479,0.000321091,0.000148842
52000000,Austrocercella,Austrocerca,340.027,0.00515637,-0.000969599
52000000,Megacrania,Forficula,104.804,0.00759488,-0.0058102
52000000,Oligoneuriella,NA,337.085,0.00604499,-0.00255603
52000000,Leucrocuta,NA,407.703,0.0356761,0.000221047
52000000,Pseudiron,NA,363.446,0.010893,-0.00441734
52000000,Neomicropteryx,NA,341.388,0.0122175,0.00198366
52000000,Dolania,Proboscidoplocia,182.385,0.00569277,-9.59349e-05
52000000,Tricorythodes,Leptohyphes,192.716,0.000758649,0.000747106
52000000,Torleya,Cloeon,125.773,0.000185105,0.000700272
52000000,Nematinus,NA,408.273,0.00137896,-0.00082531
52000000,Ephoron,NA,286.206,0.00773068,0.00559927
52000000,Baetis,NA,342.729,0.0008935,-0.000247142
52000000,Torleya,Cloeon,120.487,0.0429429,-0.00157698
52000000,Idomacromia,NA,383.57,0.00181701,0.000146784
52000000,Hemicordulia,NA,390.838,0.00818043,-0.00310488
52000000,Procordulia,NA,380.09,0.016087,0.000706465
52000000,Torleya,Diplacodes,99.1981,0.00107502,-0.00627797
52000000,Thermobia,NA,362.247,0.00562439,0.000638052
52000000,Baculentulus,NA,355.979,0.0200882,0.00160058
52000000,Baculentulus,NA,433.394,0.00903485,-0.00099937
53000000,Leschenaultia,Isotoma,0,0.0087055,-0.00543269
53000000,Polietes,Mesembrina,413.949,0.00650905,0.00177198
53000000,Muscina,NA,413.733,0.000390341,0.000612656
53000000,Pseudacteon,Megaselia,312.355,0.0109123,0.00228866
53000000,Asteia,NA,441.122,0.000216344,-0.00439726
53000000,Meiosimyza,Aulogastromyia,375.734,0.000105833,0.000733614
53000000,Xanthogramma,NA,351.437,0.00976467,0.00014048
53000000,Keroplatus,NA,417.4,0.0071689,0.00290333
53000000,Chaoborus,NA,470.573,0.0180543,0.000187475
53000000,Tineola,NA,419.44,0.000595091,0.00371046
53000000,Cheumatopsyche,Hydropsyche,296.234,0.00356531,-0.00204265
53000000,Pycnoscelus,NA,388.476,0.00707065,0.00112498
53000000,Leptosia,NA,410.016,0.0501275,0.00335073
53000000,Bledius,NA,369.672,0.00979331,0.00576713
53000000,Dicyphus,Helopeltis,222.632,0.00049964,-0.0019796
53000000,Euphilotes,NA,417.784,0.00457792,-0.00258351
53000000,Phlyaria,NA,396.683,0.00400625,0.00253444
53000000,Pareronia,NA,332.141,0.00592646,-0.0011867
53000000,Zizeeria,Pseudopieris,285.927,0.000614311,0.00116398
53000000,Zygaena,NA,478.221,0.00726442,-0.00438024
53000000,Zizeeria,Gumaga,261.06,0.00522845,-0.00346247
53000000,Agasicles,NA,444.62,0.00680903,0.000363081
53000000,Systena,NA,458.304,0.00234102,-0.00102368
53000000,Leptura,Prionus,293.694,0.0113405,0.00272631
53000000,Vesperus,NA,361.021,0.0165708,-3.57707e-05
53000000,Cylindrocopturus,NA,323.362,0.00930212,0.00189695
53000000,Hylobius,Ceutorhynchus,382.244,0.0145796,-0.0026154
53000000,Euops,NA,323.984,0.00401998,-0.000305214
53000000,Cryptolestes,Helota,261.325,0.00804025,0.00287353
